date,revenue,marketing_spend,website_traffic,ad_clicks,conversion_rate,discount_rate,returns_pct,support_tickets,customer_satisfaction,churn_rate,employee_count,avg_temperature_c
2025-05-23,40494.25,3260.71,7864.0,3251.0,0.027,0.1368,0.0662,60.0,4.1,0.0581,64.0,29.5
2025-05-12,31223.34,3388.4,7138.0,2854.0,0.0232,0.1698,0.0852,66.0,3.74,0.056,62.0,32.6
2024-11-04,36018.29,2993.86,7533.0,3054.0,0.0259,0.078,0.0453,52.0,3.77,0.0684,66.0,12.2
2024-10-16,36759.59,2692.73,6843.0,2981.0,0.03,0.1518,0.0653,69.0,3.88,0.0697,66.0,14.1
2025-07-14,37291.31,3116.43,7245.0,3045.0,0.0284,0.1012,0.0591,53.0,4.23,0.0616,62.0,19.0
2025-02-18,40172.77,3363.38,7566.0,3050.0,0.0291,0.1064,0.0686,59.0,4.04,0.0578,62.0,29.8
2025-02-25,43543.69,3202.77,8035.0,3545.0,0.0293,0.0945,0.0585,62.0,4.05,0.0662,63.0,28.6
2024-05-21,24360.75,2972.63,6044.0,2675.0,0.0221,0.1542,0.0772,75.0,4.07,0.0614,60.0,26.8
2024-08-11,25370.04,2453.65,4987.0,2242.0,0.0277,0.0576,0.0457,67.0,4.0,0.0606,63.0,18.2
2024-07-02,39929.7,3457.82,7226.0,3113.0,0.0298,0.0729,0.0432,72.0,3.97,0.069,55.0,20.4
2025-11-22,38542.13,2939.02,6623.0,2869.0,0.0322,0.1393,0.0683,49.0,4.06,0.0711,64.0,19.8
2025-11-03,33582.69,2680.99,6163.0,2543.0,0.0281,0.0477,0.0476,45.0,4.21,0.0643,65.0,14.4
2025-05-26,2625919.0,3337.4,6706.0,2780.0,0.0202,0.0535,0.0241,49.0,3.99,0.0714,62.0,26.0
2025-09-03,42224.6,2972.86,7193.0,2852.0,0.0322,0.1392,0.0681,67.0,3.98,0.0674,64.0,16.6
2024-04-27,35884.94,3416.03,8330.0,3622.0,0.0239,0.1156,0.0389,49.0,4.23,0.0551,59.0,29.8
2024-01-02,31799.62,2643.29,6305.0,2561.0,0.0278,0.109,0.0613,57.0,3.99,0.0727,59.0,22.6
2024-04-23,33034.94,2911.56,6666.0,2798.0,0.0271,0.1207,0.0525,59.0,4.07,0.0615,63.0,31.9
2025-12-04,27170.9,3079.02,5734.0,2484.0,0.0246,0.0487,0.0349,58.0,4.18,0.0651,64.0,17.7
2025-11-17,32362.59,3274.02,9177.0,3741.0,0.02,0.1053,0.0357,69.0,,0.0743,65.0,14.9
2024-06-14,28644.19,2869.4,7504.0,3288.0,0.0206,0.0744,0.0462,39.0,4.29,0.0647,62.0,23.7
2024-07-03,35690.85,3214.2,8075.0,3213.0,0.0244,0.1501,0.0775,64.0,3.76,0.0682,61.0,19.9
2025-11-08,45646.31,3099.55,7601.0,3294.0,0.0331,0.1165,0.0569,50.0,3.97,0.068,64.0,15.7
2025-01-07,42238.57,3495.02,8270.0,3339.0,0.0284,0.0525,0.0434,53.0,4.22,0.0583,65.0,22.5
2024-10-01,30204.79,3260.27,7371.0,3034.0,0.0226,0.1004,0.0566,69.0,3.98,0.0634,62.0,10.9
2024-01-01,39364.0,3106.65,7450.0,3245.0,0.0298,0.15,0.092,66.0,3.85,0.063,60.0,22.8
2025-07-20,32364.44,3047.82,5726.0,2473.0,0.0301,0.1423,0.0837,52.0,4.01,0.0602,64.0,19.3
2025-06-24,36827.7,2679.76,7553.0,3118.0,0.0265,0.1351,0.0639,62.0,3.92,0.0603,64.0,21.6
2025-05-15,20095.72,3970.78,8208.0,3467.0,0.0132,0.0861,0.0447,61.0,3.95,0.067,65.0,29.6
2025-01-18,36414.42,2835.37,6411.0,2513.0,0.0304,0.1208,0.0784,59.0,4.12,0.0674,59.0,23.3
2025-02-09,33683.19,3321.65,8510.0,3593.0,0.0215,0.1132,0.044,50.0,4.29,0.0495,62.0,29.0
2025-07-15,31633.37,3251.86,7002.0,2846.0,0.0239,0.1105,0.0535,59.0,3.87,0.0679,62.0,18.7
2024-01-21,40054.59,3078.22,7050.0,3015.0,0.0304,0.1171,0.0605,51.0,4.27,0.0633,N/A,25.6
2024-06-25,38198.85,3668.57,7923.0,3116.0,0.0258,0.1299,0.0691,53.0,4.22,0.0598,59.0,21.3
2024-12-01,39012.25,2509.32,5969.0,2468.0,0.0356,0.0782,0.0637,53.0,4.11,0.068,62.0,17.5
2025-01-14,40973.09,3085.14,7725.0,3137.0,0.029,0.1069,0.0519,50.0,4.0,0.0697,61.0,24.0
2025-06-29,34584.39,3182.06,7246.0,3178.0,0.0246,0.0705,0.0559,55.0,4.36,0.0589,66.0,23.1
2024-06-20,28032.34,3303.98,7529.0,3063.0,0.021,0.1431,0.0633,62.0,4.09,0.0726,62.0,21.2
2025-06-03,26160.53,3968.35,7396.0,3165.0,0.0179,0.1176,0.0567,72.0,3.75,0.0684,67.0,29.0
2025-05-22,35291.11,3613.66,8461.0,3543.0,0.0224,0.1468,0.0873,65.0,3.91,0.0643,65.0,30.9
2024-06-01,21268.57,2675.78,5428.0,2274.0,0.023,0.0923,0.0702,65.0,3.99,0.0617,63.0,27.2
2025-09-10,42640.46,2658.58,7018.0,2689.0,0.0325,0.1405,0.0697,70.0,3.84,0.0619,66.0,12.9
2025-02-17,30358.97,3720.35,7762.0,3117.0,0.0216,0.078,0.0463,61.0,3.9,0.0591,62.0,29.0
2025-09-01,31105.14,3084.64,6881.0,2867.0,0.0246,0.0871,0.0587,61.0,4.21,0.0623,59.0,13.1
2025-09-14,28505.46,2960.28,5795.0,2295.0,0.0267,0.1138,0.0529,67.0,3.89,0.0728,63.0,13.4
2025-08-04,44039.49,2611.88,6845.0,2954.0,0.0342,0.1247,0.0699,58.0,4.12,0.0669,66.0,16.4
2025-10-03,43997.98,3101.31,7746.0,3047.0,0.0309,0.0449,0.0467,57.0,3.93,0.0593,66.0,13.1
2024-11-12,41096.6,2849.91,6200.0,2442.0,0.0356,0.0652,0.05,50.0,3.85,0.0665,65.0,12.9
2024-09-15,38408.53,2671.3,6066.0,2621.0,0.0344,0.0636,0.0375,51.0,4.24,0.059,61.0,12.4
2025-10-24,39617.77,,5709.0,2301.0,0.0377,0.1015,0.0593,57.0,4.45,0.0515,69.0,13.4
2025-04-19,26982.87,3788.45,7799.0,3113.0,0.0184,0.1261,0.0618,54.0,4.32,0.0576,63.0,28.9
2024-12-03,36302.22,3057.18,7367.0,3076.0,0.0259,0.1154,0.0568,57.0,4.04,0.0647,64.0,17.0
2025-06-22,47757.46,2444.83,6421.0,2633.0,0.0409,0.0745,0.0489,42.0,4.23,0.0651,65.0,22.1
2025-05-19,46575.87,2438.06,6150.0,2495.0,0.0392,0.076,0.051,61.0,3.84,0.0745,61.0,28.3
2025-02-02,34346.16,3558.34,7710.0,3285.0,0.0237,0.0938,0.0521,57.0,3.87,0.0813,62.0,29.4
2025-02-27,31964.55,2986.18,6426.0,2711.0,0.0266,0.1496,0.0821,66.0,3.84,0.0676,59.0,30.3
2025-08-28,47981.86,3098.6,8565.0,3577.0,0.0297,0.1343,0.0712,59.0,4.27,0.0693,66.0,14.9
2025-10-22,32975.62,2297.18,5097.0,2208.0,0.0344,0.1114,0.0591,67.0,4.12,0.0612,61.0,12.1
2025-04-25,39398.51,3638.0,8758.0,3525.0,0.0244,0.1356,0.0515,56.0,3.83,0.0706,64.0,28.5
2025-02-26,33233.86,3292.12,7644.0,3156.0,0.0227,0.0944,0.0529,56.0,3.99,0.0635,64.0,27.9
2024-04-29,38474.86,3319.31,8250.0,3506.0,0.0259,0.1263,0.0592,55.0,4.24,0.0724,58.0,30.9
2025-10-12,36639.43,3513.64,8805.0,3745.0,0.0222,0.0845,0.0612,78.0,3.97,0.0693,62.0,13.4
2025-11-12,41025.25,3190.27,9026.0,3751.0,0.0234,0.0583,0.0484,55.0,4.16,0.0597,66.0,14.4
2025-12-15,32537.22,3099.84,6964.0,2965.0,0.0254,0.0235,0.0333,35.0,4.15,0.0534,64.0,18.3
2025-10-21,35043.95,2773.28,5759.0,2512.0,0.0342,0.0168,0.0146,46.0,4.47,0.0634,65.0,14.4
2024-09-13,28824.07,2873.46,5549.0,2260.0,0.0278,0.0442,0.004,37.0,4.38,0.0474,61.0,11.9
2025-10-05,25097.04,2918.25,5469.0,2389.0,0.0248,0.1448,0.0603,67.0,4.19,0.0597,65.0,14.7
2024-09-06,36458.18,2325.8,6041.0,2518.0,0.0342,0.1112,0.0486,54.0,3.96,0.0619,63.0,14.4
2025-10-26,25308.11,2872.93,5174.0,2170.0,0.026,0.099,0.0334,70.0,3.92,0.0684,68.0,15.0
